Incident Date,State,City Or County,Day,Day of week,Month,Weekend,Holiday
2022-05-29,Indiana,Indianapolis,29,6,5,1,0
2022-05-30,Texas,Harker Heights,30,0,5,0,1
2022-05-30,Indiana,Indianapolis,30,0,5,0,1
2022-05-30,Pennsylvania,Philadelphia,30,0,5,0,1
2022-05-31,Michigan,Wyoming,31,1,5,0,0
2022-05-31,Texas,San Antonio (Olmos Park),31,1,5,0,0
2022-05-31,Ohio,Youngstown,31,1,5,0,0
2022-05-31,California,Fresno,31,1,5,0,0
2022-06-01,Texas,Wichita Falls,1,2,6,0,0
2022-06-01,Maryland,Glen Burnie,1,2,6,0,0
2022-06-01,Arkansas,North Little Rock,1,2,6,0,0
2022-06-01,Wisconsin,Milwaukee,1,2,6,0,0
2022-06-01,Alabama,Mobile,1,2,6,0,0
2022-06-02,Texas,Centerville,2,3,6,0,0
2022-06-02,Florida,Greenacres,2,3,6,0,0
2022-06-02,Georgia,Atlanta,2,3,6,0,0
2022-06-03,Ohio,Westerville,3,4,6,0,0
2022-06-03,Texas,Dallas,3,4,6,0,0
2022-06-03,North Carolina,Goldsboro,3,4,6,0,0
2022-06-03,Arizona,Phoenix,3,4,6,0,0
2022-06-03,Texas,San Antonio,3,4,6,0,0
2022-06-04,New York,Rochester,4,5,6,1,0
2022-06-04,Arizona,Phoenix,4,5,6,1,0
2022-06-04,Texas,Dallas,4,5,6,1,0
2022-06-04,North Carolina,Charlotte,4,5,6,1,0
2022-06-04,California,El Centro,4,5,6,1,0
2022-06-05,South Carolina,Mount Croghan,5,6,6,1,0
2022-06-05,Florida,Gainesville,5,6,6,1,0
2022-06-05,North Carolina,Elizabeth City,5,6,6,1,0
2022-06-05,Indiana,Evansville,5,6,6,1,0
2022-06-05,Georgia,Columbus,5,6,6,1,0
2022-06-06,Missouri,Springfield,6,0,6,0,0
2022-06-06,Louisiana,Baton Rouge,6,0,6,0,0
2022-06-06,California,San Bernardino,6,0,6,0,0
2022-06-06,Louisiana,Shreveport,6,0,6,0,0
2022-06-07,South Carolina,Dillon,7,1,6,0,0
2022-06-08,Louisiana,Bastrop,8,2,6,0,0
2022-06-08,Louisiana,Bastrop,8,2,6,0,0
2022-06-08,Arkansas,Forrest City,8,2,6,0,0
2022-06-08,Louisiana,New Orleans,8,2,6,0,0
2022-06-08,New Jersey,Newark,8,2,6,0,0
2022-06-09,Louisiana,New Orleans,9,3,6,0,0
2022-06-09,California,Oakland,9,3,6,0,0
2022-06-09,Mississippi,Jackson,9,3,6,0,0
2022-06-10,Florida,Lehigh Acres,10,4,6,0,0
2022-06-10,Virginia,Henrico,10,4,6,0,0
2022-06-10,Pennsylvania,Philadelphia,10,4,6,0,0
2022-06-10,Ohio,Lima,10,4,6,0,0
2022-06-10,Mississippi,Greenwood,10,4,6,0,0
2022-06-10,Illinois,Chicago,10,4,6,0,0
2022-06-11,Florida,Pembroke Pines,11,5,6,1,0
2022-06-11,California,Lemon Grove,11,5,6,1,0
2022-06-11,Missouri,Saint Louis,11,5,6,1,0
2022-06-12,Georgia,Decatur,12,6,6,1,0
2022-06-12,New York,Rochester,12,6,6,1,0
2022-06-12,Texas,Austin,12,6,6,1,0
2022-06-13,Arkansas,Pine Bluff,13,0,6,0,0
2022-06-13,Wisconsin,Milwaukee,13,0,6,0,0
2022-06-13,Texas,Sherman,13,0,6,0,0
2022-06-13,Kansas,Wichita,13,0,6,0,0
2022-06-13,California,Palo Alto (East Palo Alto),13,0,6,0,0
2022-06-13,District of Columbia,Washington,13,0,6,0,0
2022-06-14,Florida,Casselberry,14,1,6,0,0
2022-06-14,Ohio,Toledo,14,1,6,0,0
2022-06-14,Georgia,Metter,14,1,6,0,0
2022-06-14,Michigan,Muskegon,14,1,6,0,0
2022-06-15,Connecticut,East Hartford,15,2,6,0,0
2022-06-15,Connecticut,East Hartford,15,2,6,0,0
2022-06-15,District of Columbia,Washington,15,2,6,0,0
2022-06-15,Pennsylvania,Philadelphia,15,2,6,0,0
2022-06-15,North Carolina,Greenville,15,2,6,0,0
2022-06-15,Texas,Dallas,15,2,6,0,0
2022-06-16,Louisiana,Eunice,16,3,6,0,0
2022-06-16,Louisiana,Crowley,16,3,6,0,0
2022-06-17,Pennsylvania,Philadelphia,17,4,6,0,0
2022-06-17,Illinois,Chicago,17,4,6,0,0
2022-06-18,Pennsylvania,Harrisburg,18,5,6,1,0
2022-06-18,Pennsylvania,Moscow (Spring Brook Township),18,5,6,1,0
2022-06-18,California,Los Angeles,18,5,6,1,0
2022-06-18,Oklahoma,Altus,18,5,6,1,0
2022-06-19,District of Columbia,Washington,19,6,6,1,0
2022-06-19,Georgia,Atlanta,19,6,6,1,0
2022-06-19,District of Columbia,Washington,19,6,6,1,0
2022-06-20,Georgia,Macon,20,0,6,0,1
2022-06-20,Nevada,Las Vegas,20,0,6,0,1
2022-06-21,Arizona,Catalina,21,1,6,0,0
2022-06-21,Ohio,Cleveland (Parma),21,1,6,0,0
2022-06-21,North Carolina,Charlotte,21,1,6,0,0
2022-06-21,Louisiana,Lafayette,21,1,6,0,0
2022-06-21,Georgia,Atlanta (College Park),21,1,6,0,0
2022-06-22,South Carolina,North Charleston,22,2,6,0,0
2022-06-22,Texas,Amarillo,22,2,6,0,0
2022-06-22,Alabama,Montgomery,22,2,6,0,0
2022-06-22,Pennsylvania,Philadelphia,22,2,6,0,0
2022-06-23,Illinois,Chicago,23,3,6,0,0
2022-06-23,California,Riverside (Jurupa Valley),23,3,6,0,0
2022-06-24,South Carolina,Seabrook,24,4,6,0,0
2022-06-24,Texas,Fort Worth,24,4,6,0,0
2022-06-24,Mississippi,Jackson,24,4,6,0,0
2022-06-24,Virginia,Hopewell,24,4,6,0,0
2022-06-24,Georgia,Lagrange,24,4,6,0,0
2022-06-24,North Carolina,Durham,24,4,6,0,0
2022-06-24,Texas,Houston,24,4,6,0,0
2022-06-25,Indiana,Parkview,25,5,6,1,0
2022-06-25,Pennsylvania,Lancaster,25,5,6,1,0
2022-06-25,Texas,Houston,25,5,6,1,0
2022-06-25,District of Columbia,Washington,25,5,6,1,0
2022-06-25,New York,Brooklyn,25,5,6,1,0
2022-06-26,Arizona,Tucson,26,6,6,1,0
2022-06-26,South Carolina,Aiken,26,6,6,1,0
2022-06-26,South Carolina,Aiken,26,6,6,1,0
2022-06-26,South Carolina,Aiken,26,6,6,1,0
2022-06-26,Georgia,Warner Robins,26,6,6,1,0
2022-06-26,Louisiana,Bogalusa,26,6,6,1,0
2022-06-26,Texas,Pasadena,26,6,6,1,0
2022-06-26,Illinois,Chicago,26,6,6,1,0
2022-06-26,Missouri,House Springs,26,6,6,1,0
2022-06-26,West Virginia,Gallipolis Ferry,26,6,6,1,0
2022-06-26,Texas,Pasadena,26,6,6,1,0
2022-06-27,Colorado,Pueblo (Pueblo West),27,0,6,0,0
2022-06-27,North Carolina,Burlington,27,0,6,0,0
2022-06-28,Wisconsin,Milwaukee,28,1,6,0,0
2022-06-28,Louisiana,New Orleans,28,1,6,0,0
2022-06-29,South Carolina,North Charleston,29,2,6,0,0
2022-06-29,Texas,San Antonio,29,2,6,0,0
2022-06-29,North Carolina,Hillsborough,29,2,6,0,0
2022-06-29,Massachusetts,Worcester,29,2,6,0,0
2022-06-29,Texas,San Antonio,29,2,6,0,0
2022-06-30,Michigan,Detroit,30,3,6,0,0
2022-06-30,Florida,West Palm Beach,30,3,6,0,0
2022-06-30,Illinois,Chicago,30,3,6,0,0
2022-06-30,Kentucky,Louisville,30,3,6,0,0
2022-06-30,California,Parlier,30,3,6,0,0
2022-07-01,California,Carson,1,4,7,0,0
2022-07-01,Pennsylvania,Upper Darby,1,4,7,0,0
2022-07-01,Texas,Houston,1,4,7,0,0
2022-07-01,District of Columbia,Washington,1,4,7,0,0
2022-07-01,Illinois,Chicago,1,4,7,0,0
2022-07-01,New York,New York (Manhattan),1,4,7,0,0
2022-07-02,Minnesota,Duluth,2,5,7,1,0
2022-07-02,Virginia,Richmond,2,5,7,1,0
2022-07-02,New Mexico,Alamogordo,2,5,7,1,0
2022-07-02,Virginia,Amelia Court House,2,5,7,1,0
2022-07-02,Kentucky,Louisville,2,5,7,1,0
2022-07-02,Kentucky,Louisville,2,5,7,1,0
2022-07-03,California,Reedley,3,6,7,1,0
2022-07-03,Oklahoma,Oklahoma City,3,6,7,1,0
2022-07-03,Pennsylvania,Philadelphia,3,6,7,1,0
2022-07-04,Arkansas,Vilonia,4,0,7,0,1
2022-07-04,Connecticut,New Haven,4,0,7,0,1
2022-07-04,Missouri,Saint Louis,4,0,7,0,1
2022-07-04,Texas,El Paso,4,0,7,0,1
2022-07-04,Michigan,Grand Rapids,4,0,7,0,1
2022-07-05,Colorado,Fort Morgan,5,1,7,0,0
2022-07-05,District of Columbia,Washington,5,1,7,0,0
2022-07-05,Minnesota,Minneapolis,5,1,7,0,0
2022-07-05,Louisiana,New Orleans,5,1,7,0,0
2022-07-05,Illinois,Chicago,5,1,7,0,0
2022-07-05,Texas,San Antonio,5,1,7,0,0
2022-07-06,Washington,Tacoma,6,2,7,0,0
2022-07-06,Arizona,Glendale,6,2,7,0,0
2022-07-06,Texas,Pflugerville,6,2,7,0,0
2022-07-06,Indiana,Fort Wayne,6,2,7,0,0
2022-07-06,Ohio,Powell,6,2,7,0,0
2022-07-07,Oregon,Drewsey,7,3,7,0,0
2022-07-07,North Carolina,Charlotte,7,3,7,0,0
2022-07-07,Illinois,Zion,7,3,7,0,0
2022-07-08,California,Anaheim,8,4,7,0,0
2022-07-08,New York,Spring Valley,8,4,7,0,0
2022-07-09,Texas,Austin,9,5,7,1,0
2022-07-09,District of Columbia,Washington,9,5,7,1,0
2022-07-09,Connecticut,Fairfield,9,5,7,1,0
2022-07-09,Ohio,Toledo,9,5,7,1,0
2022-07-10,Michigan,Detroit,10,6,7,1,0
2022-07-10,California,San Diego,10,6,7,1,0
2022-07-10,Alabama,Montgomery,10,6,7,1,0
2022-07-10,Mississippi,Horn Lake,10,6,7,1,0
2022-07-10,Michigan,Houghton Lake,10,6,7,1,0
2022-07-10,Florida,Plant City,10,6,7,1,0
2022-07-11,Michigan,Battle Creek,11,0,7,0,0
2022-07-11,Maryland,Baltimore,11,0,7,0,0
2022-07-11,Illinois,Danville,11,0,7,0,0
2022-07-11,Oregon,Brookings,11,0,7,0,0
2022-07-11,Pennsylvania,Philadelphia,11,0,7,0,0
2022-07-12,Indiana,Indianapolis,12,1,7,0,0
2022-07-12,Colorado,Brighton,12,1,7,0,0
2022-07-12,Georgia,Douglasville,12,1,7,0,0
2022-07-13,Oregon,Salem,13,2,7,0,0
2022-07-13,Indiana,Indianapolis,13,2,7,0,0
2022-07-13,Nevada,Las Vegas,13,2,7,0,0
2022-07-13,Oregon,Baker City,13,2,7,0,0
2022-07-14,Michigan,Detroit,14,3,7,0,0
2022-07-14,Washington,Lynnwood,14,3,7,0,0
2022-07-14,Washington,Lynnwood,14,3,7,0,0
2022-07-15,Mississippi,Mccomb,15,4,7,0,0
2022-07-15,Georgia,Macon,15,4,7,0,0
2022-07-15,Nevada,Las Vegas,15,4,7,0,0
2022-07-15,Maryland,Hollywood,15,4,7,0,0
2022-07-15,North Carolina,Concord,15,4,7,0,0
2022-07-16,Texas,Houston,16,5,7,1,0
2022-07-16,Arizona,Phoenix,16,5,7,1,0
2022-07-16,Texas,Houston,16,5,7,1,0
2022-07-16,Texas,Dallas,16,5,7,1,0
2022-07-16,Pennsylvania,Erie,16,5,7,1,0
2022-07-16,Illinois,University Park,16,5,7,1,0
2022-07-16,South Carolina,Chester,16,5,7,1,0
2022-07-17,Virginia,Norfolk,17,6,7,1,0
2022-07-17,Illinois,Chicago,17,6,7,1,0
2022-07-17,South Carolina,Elgin,17,6,7,1,0
2022-07-17,Georgia,Stone Mountain,17,6,7,1,0
2022-07-17,Nevada,Las Vegas,17,6,7,1,0
2022-07-18,Arkansas,Pine Bluff,18,0,7,0,0
2022-07-18,Nevada,Las Vegas,18,0,7,0,0
2022-07-18,Ohio,Columbus,18,0,7,0,0
2022-07-18,Florida,Lehigh Acres,18,0,7,0,0
2022-07-19,New York,New York (Manhattan),19,1,7,0,0
2022-07-19,Georgia,Suwanee,19,1,7,0,0
2022-07-19,Michigan,Detroit,19,1,7,0,0
2022-07-19,Ohio,Cleveland,19,1,7,0,0
2022-07-19,Florida,Bradenton,19,1,7,0,0
2022-07-20,Mississippi,Jackson,20,2,7,0,0
2022-07-20,Florida,Miami,20,2,7,0,0
2022-07-20,Texas,Lubbock,20,2,7,0,0
2022-07-20,California,Coachella,20,2,7,0,0
2022-07-20,South Carolina,Columbia,20,2,7,0,0
2022-07-20,California,Coachella,20,2,7,0,0
2022-07-21,Oklahoma,Thackerville,21,3,7,0,0
2022-07-21,Georgia,Snellville,21,3,7,0,0
2022-07-21,Illinois,Chicago,21,3,7,0,0
2022-07-21,Florida,Haines City,21,3,7,0,0
2022-07-21,South Carolina,North Charleston,21,3,7,0,0
2022-07-22,Ohio,Columbus,22,4,7,0,0
2022-07-22,South Carolina,North Charleston,22,4,7,0,0
2022-07-23,Illinois,Kankakee,23,5,7,1,0
2022-07-23,Georgia,Atlanta,23,5,7,1,0
2022-07-23,Texas,San Antonio,23,5,7,1,0
2022-07-23,Texas,San Antonio,23,5,7,1,0
2022-07-23,Rhode Island,Providence,23,5,7,1,0
2022-07-24,New Mexico,Roswell,24,6,7,1,0
2022-07-24,California,Los Angeles,24,6,7,1,0
2022-07-24,Illinois,Chicago,24,6,7,1,0
2022-07-25,North Carolina,Kinston,25,0,7,0,0
2022-07-25,South Carolina,Orangeburg,25,0,7,0,0
2022-07-26,West Virginia,Northfork,26,1,7,0,0
2022-07-26,Alaska,Fairbanks,26,1,7,0,0
2022-07-26,Alaska,Fairbanks,26,1,7,0,0
2022-07-26,Illinois,Chicago,26,1,7,0,0
2022-07-26,Michigan,Detroit,26,1,7,0,0
2022-07-26,South Carolina,Cheraw,26,1,7,0,0
2022-07-26,Michigan,Detroit,26,1,7,0,0
2022-07-26,California,Orange Cove,26,1,7,0,0
2022-07-26,Georgia,Decatur,26,1,7,0,0
2022-07-27,Ohio,Cleveland,27,2,7,0,0
2022-07-27,Massachusetts,Boston,27,2,7,0,0
2022-07-27,Georgia,Macon,27,2,7,0,0
2022-07-27,Georgia,Augusta,27,2,7,0,0
2022-07-28,Colorado,Loveland,28,3,7,0,0
2022-07-28,California,Highland,28,3,7,0,0
2022-07-28,Florida,Casselberry,28,3,7,0,0
2022-07-28,Pennsylvania,Tyrone,28,3,7,0,0
2022-07-28,South Carolina,Cheraw,28,3,7,0,0
2022-07-29,Tennessee,Memphis,29,4,7,0,0
2022-07-29,Maryland,Baltimore,29,4,7,0,0
2022-07-29,Illinois,Chicago,29,4,7,0,0
2022-07-29,Arizona,Phoenix,29,4,7,0,0
2022-07-29,Texas,San Antonio,29,4,7,0,0
2022-07-29,Florida,Bradenton,29,4,7,0,0
2022-07-31,Florida,Miami,31,6,7,1,0
2022-07-31,Michigan,Detroit,31,6,7,1,0
2022-07-31,Oklahoma,Tulsa,31,6,7,1,0
2022-07-31,South Carolina,Columbia,31,6,7,1,0
2022-07-31,Illinois,Decatur,31,6,7,1,0
2022-07-31,Illinois,Chicago,31,6,7,1,0
2022-08-01,Ohio,Dayton,1,0,8,0,0
2022-08-01,Texas,Houston (Cloverleaf),1,0,8,0,0
2022-08-01,Indiana,Indianapolis,1,0,8,0,0
2022-08-01,California,San Francisco,1,0,8,0,0
2022-08-02,Missouri,Saint Louis,2,1,8,0,0
2022-08-02,Florida,Miami,2,1,8,0,0
2022-08-02,Minnesota,Minneapolis,2,1,8,0,0
2022-08-02,South Carolina,Greenville,2,1,8,0,0
2022-08-02,New York,Corona (Queens),2,1,8,0,0
2022-08-02,Maryland,Oxon Hill,2,1,8,0,0
2022-08-02,Alabama,Enterprise,2,1,8,0,0
2022-08-02,Arizona,Glendale,2,1,8,0,0
2022-08-03,Indiana,Indianapolis,3,2,8,0,0
2022-08-03,New Mexico,Clovis,3,2,8,0,0
2022-08-04,Missouri,Kansas City,4,3,8,0,0
2022-08-05,Arkansas,Mayflower,5,4,8,0,0
2022-08-05,Ohio,Dayton,5,4,8,0,0
2022-08-06,Michigan,New Boston,6,5,8,1,0
2022-08-06,Florida,Citra,6,5,8,1,0
2022-08-06,Maryland,Baltimore,6,5,8,1,0
2022-08-06,Michigan,New Boston,6,5,8,1,0
2022-08-06,Texas,Fort Worth,6,5,8,1,0
2022-08-06,Florida,Jacksonville,6,5,8,1,0
2022-08-07,Colorado,Monte Vista,7,6,8,1,0
2022-08-07,North Carolina,Greensboro,7,6,8,1,0
2022-08-07,Arizona,Tucson,7,6,8,1,0
2022-08-07,North Carolina,Whitakers,7,6,8,1,0
2022-08-08,Texas,Longview,8,0,8,0,0
2022-08-08,New York,Rochester,8,0,8,0,0
2022-08-08,New Jersey,Sicklerville,8,0,8,0,0
2022-08-08,Colorado,Denver,8,0,8,0,0
2022-08-08,Pennsylvania,Pittsburgh,8,0,8,0,0
2022-08-08,Illinois,Decatur,8,0,8,0,0
2022-08-09,Florida,Jacksonville,9,1,8,0,0
2022-08-09,Georgia,Augusta,9,1,8,0,0
2022-08-10,Illinois,Springfield,10,2,8,0,0
2022-08-11,Kentucky,Van Lear,11,3,8,0,0
2022-08-11,New York,Bronx,11,3,8,0,0
2022-08-11,North Carolina,Charlotte,11,3,8,0,0
2022-08-12,Wisconsin,Racine,12,4,8,0,0
2022-08-12,Maryland,Capitol Heights,12,4,8,0,0
2022-08-12,Arkansas,Helena,12,4,8,0,0
2022-08-12,Tennessee,Chattanooga,12,4,8,0,0
2022-08-13,South Carolina,Conway,13,5,8,1,0
2022-08-13,Florida,Saint Petersburg,13,5,8,1,0
2022-08-14,California,San Jacinto,14,6,8,1,0
2022-08-14,Oklahoma,Tulsa,14,6,8,1,0
2022-08-14,Virginia,Petersburg,14,6,8,1,0
2022-08-14,New Mexico,Clovis,14,6,8,1,0
2022-08-14,California,Los Angeles,14,6,8,1,0
2022-08-14,Illinois,Chicago,14,6,8,1,0
2022-08-15,Arizona,Tempe (Guadalupe),15,0,8,0,0
2022-08-15,Missouri,Kansas City,15,0,8,0,0
2022-08-15,Texas,Houston,15,0,8,0,0
2022-08-17,Louisiana,New Orleans,17,2,8,0,0
2022-08-17,Ohio,Cleveland,17,2,8,0,0
2022-08-17,Illinois,Chicago,17,2,8,0,0
2022-08-17,Arizona,Phoenix,17,2,8,0,0
2022-08-18,Nevada,North Las Vegas,18,3,8,0,0
2022-08-18,Georgia,Waycross,18,3,8,0,0
2022-08-19,California,La Habra,19,4,8,0,0
2022-08-19,Texas,San Antonio,19,4,8,0,0
2022-08-19,North Carolina,Greensboro,19,4,8,0,0
2022-08-19,New York,Buffalo,19,4,8,0,0
2022-08-19,Texas,Austin,19,4,8,0,0
2022-08-19,Ohio,Cleveland,19,4,8,0,0
2022-08-19,Mississippi,Picayune,19,4,8,0,0
2022-08-19,New Jersey,Irvington,19,4,8,0,0
2022-08-20,Ohio,Marion,20,5,8,1,0
2022-08-20,Georgia,Fort Valley,20,5,8,1,0
2022-08-20,Indiana,Lake Station,20,5,8,1,0
2022-08-20,Delaware,Wilmington,20,5,8,1,0
2022-08-20,Colorado,Longmont,20,5,8,1,0
2022-08-20,Michigan,Ypsilanti,20,5,8,1,0
2022-08-21,Nevada,Winnemucca,21,6,8,1,0
2022-08-21,North Carolina,Greensboro,21,6,8,1,0
2022-08-21,Missouri,Independence,21,6,8,1,0
2022-08-22,Tennessee,Antioch,22,0,8,0,0
2022-08-22,Georgia,Redan,22,0,8,0,0
2022-08-22,Indiana,Indianapolis,22,0,8,0,0
2022-08-23,Georgia,Atlanta,23,1,8,0,0
2022-08-23,Ohio,Cleveland,23,1,8,0,0
2022-08-25,North Carolina,Graham,25,3,8,0,0
2022-08-25,North Carolina,Graham,25,3,8,0,0
2022-08-25,Indiana,Greenwood,25,3,8,0,0
2022-08-26,Florida,West Palm Beach,26,4,8,0,0
2022-08-27,Pennsylvania,Drums,27,5,8,1,0
2022-08-27,Louisiana,New Orleans,27,5,8,1,0
2022-08-27,Louisiana,Bossier City,27,5,8,1,0
2022-08-27,New York,Troy,27,5,8,1,0
2022-08-28,Tennessee,Nashville,28,6,8,1,0
2022-08-28,Michigan,Detroit,28,6,8,1,0
2022-08-28,North Carolina,Greensboro,28,6,8,1,0
2022-08-28,Texas,Fort Worth,28,6,8,1,0
2022-08-28,Maryland,Temple Hills (Hillcrest Heights),28,6,8,1,0
2022-08-28,Texas,Little Elm,28,6,8,1,0
2022-08-29,California,Los Angeles (Hollywood),29,0,8,0,0
2022-08-29,Tennessee,Memphis,29,0,8,0,0
2022-08-29,Indiana,Indianapolis,29,0,8,0,0
2022-08-29,Texas,Fort Worth,29,0,8,0,0
2022-08-30,Washington,Oak Harbor,30,1,8,0,0
2022-08-31,Alabama,Leeds,31,2,8,0,0
2022-08-31,Louisiana,Lafayette,31,2,8,0,0
2022-08-31,Georgia,Columbus,31,2,8,0,0
2022-09-02,Maryland,Baltimore,2,4,9,0,0
2022-09-02,New York,Corona (Queens),2,4,9,0,0
2022-09-02,Pennsylvania,Duquesne,2,4,9,0,0
2022-09-02,Tennessee,Knoxville,2,4,9,0,0
2022-09-02,Maryland,Windsor Mill,2,4,9,0,0
2022-09-03,Maryland,Capitol Heights,3,5,9,1,0
2022-09-03,Indiana,Mishawaka,3,5,9,1,0
2022-09-03,Texas,Houston,3,5,9,1,0
2022-09-03,Georgia,Clarkston,3,5,9,1,0
2022-09-03,Virginia,Roanoke,3,5,9,1,0
2022-09-04,California,Antioch,4,6,9,1,0
2022-09-04,Texas,Cleveland,4,6,9,1,0
2022-09-04,Oklahoma,Tulsa,4,6,9,1,0
2022-09-05,Illinois,Joliet,5,0,9,0,1
2022-09-05,Texas,Houston,5,0,9,0,1
2022-09-06,Ohio,Cleveland,6,1,9,0,0
2022-09-07,Tennessee,Memphis,7,2,9,0,0
2022-09-07,New York,Brooklyn,7,2,9,0,0
2022-09-08,Minnesota,Minneapolis,8,3,9,0,0
2022-09-09,Maryland,Elk Mills,9,4,9,0,0
2022-09-09,Georgia,Atlanta,9,4,9,0,0
2022-09-09,Illinois,Chicago,9,4,9,0,0
2022-09-09,Florida,Orlando,9,4,9,0,0
2022-09-10,Wisconsin,Milwaukee,10,5,9,1,0
2022-09-10,Louisiana,Thibodaux,10,5,9,1,0
2022-09-10,Illinois,Litchfield,10,5,9,1,0
2022-09-10,California,Garden Grove,10,5,9,1,0
2022-09-10,Utah,Salt Lake City,10,5,9,1,0
2022-09-11,Wisconsin,Milwaukee,11,6,9,1,0
2022-09-11,New York,Rochester,11,6,9,1,0
2022-09-11,Missouri,Saint Louis,11,6,9,1,0
2022-09-11,Pennsylvania,Philadelphia,11,6,9,1,0
2022-09-11,New York,Rochester,11,6,9,1,0
2022-09-11,Tennessee,Millington,11,6,9,1,0
2022-09-11,California,Los Angeles,11,6,9,1,0
2022-09-11,California,Los Angeles,11,6,9,1,0
2022-09-12,Ohio,Elyria,12,0,9,0,0
2022-09-12,California,San Bernardino,12,0,9,0,0
2022-09-12,California,Oxnard,12,0,9,0,0
2022-09-12,Florida,Hollywood (West Park),12,0,9,0,0
2022-09-12,Virginia,Richmond,12,0,9,0,0
2022-09-12,California,Arvin,12,0,9,0,0
2022-09-13,North Carolina,Shelby,13,1,9,0,0
2022-09-13,Georgia,Macon,13,1,9,0,0
2022-09-13,North Carolina,Winston Salem (Winston-salem),13,1,9,0,0
2022-09-14,Texas,Amarillo,14,2,9,0,0
2022-09-15,Alabama,Opelika,15,3,9,0,0
2022-09-15,California,Salinas,15,3,9,0,0
2022-09-15,Texas,Fort Worth,15,3,9,0,0
2022-09-15,Utah,Midvale,15,3,9,0,0
2022-09-16,Ohio,Cincinnati,16,4,9,0,0
2022-09-16,Wisconsin,Milwaukee,16,4,9,0,0
2022-09-16,Illinois,Maywood,16,4,9,0,0
2022-09-16,New Jersey,Newark,16,4,9,0,0
2022-09-17,Georgia,Savannah,17,5,9,1,0
2022-09-17,Virginia,Roanoke,17,5,9,1,0
2022-09-17,Pennsylvania,Philadelphia,17,5,9,1,0
2022-09-17,Louisiana,New Orleans,17,5,9,1,0
2022-09-18,Virginia,Richmond,18,6,9,1,0
2022-09-18,Texas,San Antonio,18,6,9,1,0
2022-09-18,Wisconsin,Milwaukee,18,6,9,1,0
2022-09-18,Texas,San Antonio,18,6,9,1,0
2022-09-18,North Carolina,Mebane,18,6,9,1,0
2022-09-18,Illinois,Rock Island,18,6,9,1,0
2022-09-18,Georgia,Valdosta,18,6,9,1,0
2022-09-19,Wisconsin,Milwaukee,19,0,9,0,0
2022-09-19,Georgia,Augusta,19,0,9,0,0
2022-09-19,Georgia,Washington,19,0,9,0,0
2022-09-19,Mississippi,Port Gibson,19,0,9,0,0
2022-09-19,Georgia,Lithonia,19,0,9,0,0
2022-09-20,Texas,Weatherford,20,1,9,0,0
2022-09-20,Michigan,Niles,20,1,9,0,0
2022-09-20,Mississippi,Jackson,20,1,9,0,0
2022-09-21,Illinois,Chicago,21,2,9,0,0
2022-09-21,Illinois,Chicago,21,2,9,0,0
2022-09-22,South Carolina,Goose Creek,22,3,9,0,0
2022-09-23,Missouri,Saint Louis (Spanish Lake),23,4,9,0,0
2022-09-23,Washington,Auburn,23,4,9,0,0
2022-09-24,Georgia,Dallas,24,5,9,1,0
2022-09-24,North Carolina,Wilmington,24,5,9,1,0
2022-09-24,Texas,Dallas,24,5,9,1,0
2022-09-24,Wisconsin,Milwaukee,24,5,9,1,0
2022-09-25,Louisiana,New Orleans,25,6,9,1,0
2022-09-25,New York,Bronx,25,6,9,1,0
2022-09-25,Texas,Dallas,25,6,9,1,0
2022-09-25,Illinois,Chicago,25,6,9,1,0
2022-09-25,South Carolina,Kershaw,25,6,9,1,0
2022-09-25,Ohio,Columbus,25,6,9,1,0
2022-09-25,Pennsylvania,Allentown,25,6,9,1,0
2022-09-26,California,Fontana,26,0,9,0,0
2022-09-26,Ohio,Cincinnati,26,0,9,0,0
2022-09-26,New York,Buffalo,26,0,9,0,0
2022-09-27,Georgia,Atlanta,27,1,9,0,0
2022-09-27,Pennsylvania,Philadelphia,27,1,9,0,0
2022-09-27,Pennsylvania,Harrisburg,27,1,9,0,0
2022-09-27,Florida,Jacksonville,27,1,9,0,0
2022-09-27,Maryland,Laurel,27,1,9,0,0
2022-09-28,Tennessee,Antioch,28,2,9,0,0
2022-09-28,New York,Brooklyn,28,2,9,0,0
2022-09-28,Nebraska,Omaha,28,2,9,0,0
2022-09-29,Texas,Mc Gregor,29,3,9,0,0
2022-09-29,Texas,Mc Gregor,29,3,9,0,0
2022-09-29,Tennessee,Knoxville,29,3,9,0,0
2022-09-29,Pennsylvania,Philadelphia,29,3,9,0,0
2022-09-30,Oklahoma,Tulsa,30,4,9,0,0
2022-10-01,California,Oakland,1,5,10,1,0
2022-10-01,California,Oakland,1,5,10,1,0
2022-10-02,South Carolina,Bennettsville,2,6,10,1,0
2022-10-02,Colorado,Denver (Northglenn),2,6,10,1,0
2022-10-02,Colorado,Denver (Northglenn),2,6,10,1,0
2022-10-02,Georgia,Lawrenceville,2,6,10,1,0
2022-10-03,New Jersey,East Orange,3,0,10,0,0
2022-10-03,Alabama,Mobile,3,0,10,0,0
2022-10-03,Indiana,Gary,3,0,10,0,0
2022-10-03,Indiana,Gary,3,0,10,0,0
2022-10-04,Connecticut,Waterbury,4,1,10,0,0
2022-10-05,Arkansas,Hot Springs National Park (Hot Springs),5,2,10,0,0
2022-10-05,Georgia,Lawrenceville,5,2,10,0,0
2022-10-05,Colorado,Denver,5,2,10,0,0
2022-10-06,North Carolina,Greensboro,6,3,10,0,0
