Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,# Subjects-Suspects Injured,# Subjects-Suspects Killed,# Subjects-Suspects Arrested,Operations,year,Participant Gender,Participant Name,Participant Age Group,# Casualties,Latitude,Longitude,Day Name,Month
2020-12-15,California,Fontana,Mango Ave and Foothill Blvd,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,34.0922335,-117.435048,Tuesday,December
2020-12-15,Texas,Pearland,1100 block of Sussex Trail,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,29.5639758,-95.2864299,Tuesday,December
2020-12-15,Indiana,Mishawaka,235 E Mishawaka Ave,1.0,1.0,0.0,0.0,2.0,,2020,,,,2.0,41.6611642,-86.1807031,Tuesday,December
2020-12-15,Texas,Missouri City,15300 Appleridge Dr,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,29.6185669,-95.5377215,Tuesday,December
2020-12-15,Louisiana,Shreveport,300 block of Jordan St,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,32.4707862,-93.7559378,Tuesday,December
2020-12-15,Louisiana,New Orleans,1500 block of Newton St,1.0,2.0,0.0,0.0,0.0,,2020,,,,3.0,29.9759983,-90.0782127,Tuesday,December
2020-12-15,Ohio,Dayton,4125 W 3rd St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,39.7589478,-84.1916069,Tuesday,December
2020-12-15,Louisiana,New Orleans,4950 Alsace St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,29.9759983,-90.0782127,Tuesday,December
2020-12-15,Pennsylvania,Verona,1803 Garden Dr,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,45.4384958,10.9924122,Tuesday,December
2020-12-15,Mississippi,Pelahatchie,Jodie Dr,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,32.3132159,-89.7989402,Tuesday,December
2020-12-15,California,Los Angeles,1400 block of Randall Ct,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,34.0536909,-118.242766,Tuesday,December
2020-12-15,Indiana,Gary,3600 block of Jackson St,1.0,1.0,0.0,0.0,0.0,,2020,,,,2.0,41.6020962,-87.3370647,Tuesday,December
2020-12-15,Michigan,Canton,41000 block of Old Michigan Ave,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,32.555664,-95.8640507,Tuesday,December
2020-12-15,Florida,Pensacola (Bellview),2100 block of Dover Ave,1.0,1.0,0.0,0.0,2.0,,2020,,,,2.0,30.4902452,-87.30688077423139,Tuesday,December
2020-12-15,California,Los Angeles,Stanley Ave and Melrose Ave,1.0,1.0,0.0,0.0,0.0,,2020,,,,2.0,34.0536909,-118.242766,Tuesday,December
2020-12-15,New Mexico,Las Cruces,5400 Shenandoah Trl,0.0,1.0,0.0,0.0,2.0,,2020,,,,1.0,32.3140354,-106.779807,Tuesday,December
2020-12-15,Michigan,Ecorse,W Outer Dr and W Jefferson Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,42.2444833,-83.145757,Tuesday,December
2020-12-15,Georgia,Atlanta,3901 Campbellton Rd SW,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,33.7489924,-84.3902644,Tuesday,December
2020-12-15,Nevada,Las Vegas,1416 N 23rd St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,36.1672559,-115.148516,Tuesday,December
2020-12-15,Georgia,Jesup,Fender Rd,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,42.4750516,-92.0632129,Tuesday,December
2020-12-15,California,Los Angeles,1000 E 7th St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,34.0536909,-118.242766,Tuesday,December
2020-12-15,Maryland,Hagerstown,17427 Fair Oaks Ct,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,39.6430455,-77.7191081,Tuesday,December
2020-12-15,California,Bakersfield,1400 block of 38th St,1.0,1.0,0.0,0.0,1.0,,2020,,,,2.0,35.3738712,-119.0194639,Tuesday,December
2020-12-16,Minnesota,Saint Cloud,4000 block of 24th St S,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,48.8437412,2.219344,Wednesday,December
2020-12-16,Colorado,Pueblo,2001 N Hudson Ave,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,38.2544472,-104.609141,Wednesday,December
2020-12-16,Connecticut,Hamden,Arch St and Pine Rock Ave,0.0,1.0,1.0,0.0,1.0,,2020,,,,2.0,42.1911969,-74.9946083,Wednesday,December
2020-12-16,California,Long Beach,1400 block of St Louis Ave,0.0,1.0,0.0,0.0,4.0,,2020,,,,1.0,33.7690164,-118.191604,Wednesday,December
2020-12-16,Minnesota,Saint Paul,University Ave and Snelling Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,44.9497487,-93.0931028,Wednesday,December
2020-12-16,Tennessee,Memphis,6029 Summer Trace Dr,0.0,2.0,0.0,0.0,0.0,,2020,,,,2.0,35.1460249,-90.0517638,Wednesday,December
2020-12-16,Texas,Houston,500 block of Barren Springs Dr,1.0,1.0,0.0,0.0,0.0,,2020,,,,2.0,29.7589382,-95.3676974,Wednesday,December
2020-12-16,Tennessee,Arlington,12400 block of Noble Oak Dr,0.0,1.0,0.0,0.0,4.0,,2020,,,,1.0,32.7355816,-97.1071186,Wednesday,December
2020-12-16,California,Los Angeles,3535 S La Cienega Blvd,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,34.0536909,-118.242766,Wednesday,December
2020-12-16,Texas,Arlington,700 block of Buckskin Trl,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,32.7355816,-97.1071186,Wednesday,December
2020-12-16,Florida,Orlando,5300 block of Baldwin Park St,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,28.5421109,-81.3790304,Wednesday,December
2020-12-16,Oklahoma,Tulsa,4900 block of N Garrison Pl,0.0,1.0,0.0,0.0,2.0,,2020,,,,1.0,36.1563122,-95.9927516,Wednesday,December
2020-12-16,Tennessee,Nashville,4031 Nolensville Pike,0.0,1.0,0.0,0.0,2.0,,2020,,,,1.0,36.1622767,-86.7742984,Wednesday,December
2020-12-16,Tennessee,Nashville,521 Pappus Ct,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,36.1622767,-86.7742984,Wednesday,December
2020-12-16,New Mexico,Las Cruces,NM-185,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,32.3140354,-106.779807,Wednesday,December
2020-12-16,Texas,Houston,Bell St and Collier St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,29.7589382,-95.3676974,Wednesday,December
2020-12-16,California,South Gate,2700 block of Nebraska Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,33.9463456,-118.200981,Wednesday,December
2020-12-16,Virginia,Portsmouth,South St and Godwin St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,50.8036831,-1.075614,Wednesday,December
2020-12-16,Kentucky,Louisville,1629 Gagel Ave,0.0,2.0,0.0,0.0,0.0,,2020,,,,2.0,38.2542376,-85.759407,Wednesday,December
2020-12-16,Missouri,Independence,9900 block of E 36th St,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,39.0924792,-94.4137923,Wednesday,December
2020-12-16,Oklahoma,Oklahoma City,2800 block of Meadow Cliff Dr,0.0,1.0,0.0,0.0,2.0,,2020,,,,1.0,35.4729886,-97.5170536,Wednesday,December
2020-12-16,West Virginia,Weston,962 Limestone Run Rd,0.0,1.0,0.0,1.0,0.0,,2020,,,,2.0,51.3471927,-2.9778916,Wednesday,December
2020-12-16,North Carolina,Fayetteville,1300 block of Jacob St,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,36.0625843,-94.1574328,Wednesday,December
2020-12-16,Maryland,Baltimore,6100 block of St Regis Rd,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,39.2908816,-76.610759,Wednesday,December
2020-12-16,Pennsylvania,Philadelphia,2300 block of Tasker St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,39.9527237,-75.1635262,Wednesday,December
2020-12-16,Pennsylvania,Philadelphia,200 block of W Wingohocking St,1.0,1.0,0.0,0.0,0.0,,2020,,,,2.0,39.9527237,-75.1635262,Wednesday,December
2020-12-16,New Mexico,Albuquerque,2620 8th St NW,0.0,1.0,0.0,0.0,3.0,,2020,,,,1.0,35.0841034,-106.650985,Wednesday,December
2020-12-16,Texas,Katy,20400 block of Chapel Glen Ct,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,29.7857853,-95.8243956,Wednesday,December
2020-12-16,Ohio,Columbus,525 Sawyer Blvd,1.0,1.0,0.0,0.0,1.0,,2020,,,,2.0,39.9622601,-83.0007065,Wednesday,December
2020-12-16,Texas,Corpus Christi,4300 block on Surfside Blvd,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,27.7635302,-97.4033191,Wednesday,December
2020-12-16,Alabama,Bessemer,2100 block of 32nd Ave N,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,33.4017766,-86.954437,Wednesday,December
2020-12-16,Ohio,Cincinnati (North College Hill),Dallas Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,39.21754915,-84.54982692332038,Wednesday,December
2020-12-16,Ohio,Cleveland,2500 block of Baldwin Rd,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,41.4996574,-81.6936772,Wednesday,December
2020-12-16,New York,Bronx,3982 Carpenter Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,40.851039,-73.84025027765061,Wednesday,December
2020-12-16,Illinois,Chicago,300 block of E 133rd St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,41.8755616,-87.6244212,Wednesday,December
2020-12-16,Ohio,Columbus,6100 block of Deewood Loop W,1.0,1.0,0.0,0.0,0.0,,2020,,,,2.0,39.9622601,-83.0007065,Wednesday,December
2020-12-16,Arizona,Tucson,6900 block of S Avenida del Abrazo,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,32.2228765,-110.9748477,Wednesday,December
2020-12-16,Maryland,Baltimore,1400 block of W Franklin St,0.0,2.0,0.0,0.0,0.0,,2020,,,,2.0,39.2908816,-76.610759,Wednesday,December
2020-12-16,Florida,Pensacola,103 Concordia Blvd,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,30.421309,-87.2169149,Wednesday,December
2020-12-16,Nevada,Las Vegas,1300 block of S Arlington St,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,36.1672559,-115.148516,Wednesday,December
2020-12-16,New Jersey,Paterson,265 Broadway,0.0,1.0,0.0,0.0,2.0,,2020,,,,1.0,40.9167654,-74.171811,Wednesday,December
2020-12-16,California,Oakland,5500 block of E 15th St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,37.8044557,-122.271356,Wednesday,December
2020-12-16,Georgia,Atlanta,800 block of Woodrow St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,33.7489924,-84.3902644,Wednesday,December
2020-12-16,Tennessee,Nashville,Dover Glen Dr,1.0,1.0,0.0,0.0,0.0,,2020,,,,2.0,36.1622767,-86.7742984,Wednesday,December
2020-12-16,Missouri,Kansas City,9355 Bales Ave,0.0,2.0,0.0,0.0,0.0,,2020,,,,2.0,39.100105,-94.5781416,Wednesday,December
2020-12-16,North Carolina,Concord,7761 Gateway Ln NW,1.0,1.0,0.0,1.0,0.0,,2020,,,,3.0,43.207178,-71.537476,Wednesday,December
2020-12-16,California,Richmond,300 block of 25th St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,37.5385087,-77.43428,Wednesday,December
2020-12-17,Texas,New Braunfels,504 Wilderness Way,1.0,1.0,0.0,1.0,0.0,,2020,,,,3.0,29.7028266,-98.1257348,Thursday,December
2020-12-17,South Carolina,Spartanburg,James H Young St and Mary J Clement St,1.0,1.0,0.0,0.0,1.0,,2020,,,,2.0,34.9498007,-81.9320157,Thursday,December
2020-12-17,Wisconsin,Eau Claire,3400 block of Pomona Dr,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,44.811349,-91.4984941,Thursday,December
2020-12-17,Pennsylvania,Philadelphia,2100 block of Master St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,39.9527237,-75.1635262,Thursday,December
2020-12-17,Missouri,Saint Louis,3800 block of Lee Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,38.6280278,-90.1910154,Thursday,December
2020-12-17,Tennessee,Memphis,1477 Kansas St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,35.1460249,-90.0517638,Thursday,December
2020-12-17,South Carolina,Columbia,1400 block of Elmtree Rd,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,4.099917,-72.9088133,Thursday,December
2020-12-17,Arkansas,Pine Bluff,1400 block of W 23rd St,2.0,0.0,0.0,1.0,0.0,,2020,,,,3.0,34.2157064,-92.0140402,Thursday,December
2020-12-17,Tennessee,Sevierville,617 Parkway,0.0,0.0,2.0,1.0,0.0,,2020,,,,3.0,35.8667112,-83.5620518,Thursday,December
2020-12-17,Missouri,Saint Louis,8700 block of Link Ave,1.0,1.0,0.0,0.0,1.0,,2020,,,,2.0,38.6280278,-90.1910154,Thursday,December
2020-12-17,Texas,San Antonio,8100 block of Whistler Dr,0.0,2.0,0.0,0.0,2.0,,2020,,,,2.0,29.4246002,-98.4951405,Thursday,December
2020-12-17,Indiana,Noblesville,15905 Plains Rd,0.0,1.0,0.0,1.0,0.0,,2020,,,,2.0,40.0455918,-86.0085955,Thursday,December
2020-12-17,Indiana,Elkhart,500 block of Concord Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,41.6012796,-85.8590603,Thursday,December
2020-12-17,Texas,Houston,9101 Clinton Dr,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,29.7589382,-95.3676974,Thursday,December
2020-12-17,Texas,Dallas,3200 Hamilton Ave,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,32.7762719,-96.7968559,Thursday,December
2020-12-17,California,Stockton,Kelley Dr,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,37.9577016,-121.2907796,Thursday,December
2020-12-17,Texas,Killeen,300 block of S 10th St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,31.1171441,-97.727796,Thursday,December
2020-12-17,Tennessee,Memphis,4923 Cloister Ave,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,35.1460249,-90.0517638,Thursday,December
2020-12-17,Arizona,Phoenix,N 19th Ave and W Peoria Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,33.4484367,-112.074141,Thursday,December
2020-12-17,Texas,Fort Worth,2700 block of Las Vegas Trail,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,32.753177,-97.3327459,Thursday,December
2020-12-17,Ohio,Cleveland (Garfield Heights),4900 block of E 141st St,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,41.4278437,-81.6146081,Thursday,December
2020-12-17,Mississippi,Natchez,Minor St and Brenham Ave,0.0,1.0,0.0,0.0,3.0,,2020,,,,1.0,31.5604076,-91.403171,Thursday,December
2020-12-17,Missouri,Saint Louis,E Prairie Ave and Kossuth Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,38.6280278,-90.1910154,Thursday,December
2020-12-17,Florida,Daytona Beach,1820 Legends Ln,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,29.2108147,-81.0228331,Thursday,December
2020-12-17,Florida,Homestead,SW 247th Ter and SW 113th Ct,2.0,0.0,0.0,1.0,1.0,,2020,,,,3.0,25.4718946,-80.4759905,Thursday,December
2020-12-17,New York,Kingston,60 Van Buren St,1.0,1.0,0.0,0.0,2.0,,2020,,,,2.0,17.9712148,-76.7928128,Thursday,December
2020-12-17,Alabama,Montgomery,5600 block of Carmichael Rd,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,32.3669656,-86.3006485,Thursday,December
2020-12-17,Alabama,Birmingham,1400 University Blvd,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,52.4796992,-1.9026911,Thursday,December
2020-12-17,Georgia,Dexter,Shy St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,41.5165588,-94.2282377,Thursday,December
2020-12-17,Ohio,Hamilton,208 Cereal Ave,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,43.2560802,-79.8728583,Thursday,December
2020-12-17,Tennessee,Nashville,100 Tanglewood Ct,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,36.1622767,-86.7742984,Thursday,December
2020-12-17,Kentucky,Oak Grove,2905 Walter Garrett Ln,0.0,1.0,0.0,0.0,2.0,,2020,,,,1.0,41.4136501,-90.5688924,Thursday,December
2020-12-17,Alabama,Birmingham,4400 block of Carver Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,52.4796992,-1.9026911,Thursday,December
2020-12-17,South Carolina,Lugoff,1400 block of Fort Jackson Blvd,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,34.2273712,-80.6892487,Thursday,December
2020-12-17,Pennsylvania,Reading,N 12th St and Buttonwood St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,51.456659,-0.9696512,Thursday,December
2020-12-17,Washington,Auburn,300 block of T St SE,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,32.6098566,-85.4807825,Thursday,December
2020-12-17,Oregon,Portland,N Vancouver Ave and N Stanton St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,45.5202471,-122.674194,Thursday,December
2020-12-17,Illinois,Chicago,4000 block of W Wilson Ave,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,41.8755616,-87.6244212,Thursday,December
2020-12-17,Alabama,Phenix City,101 10th Ave S,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,32.4709761,-85.0007653,Thursday,December
2020-12-17,Georgia,Smyrna,300 Hurt Rd SE,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,38.4224548,27.1310699,Thursday,December
2020-12-17,Texas,Pasadena,307 W Hart Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,34.1476452,-118.1444779,Thursday,December
2020-12-18,California,Lucerne Valley,32787 CA-18,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,34.4436167,-116.9455239,Friday,December
2020-12-18,Missouri,Peculiar,,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,38.7145481,-94.4611204,Friday,December
2020-12-18,California,Santa Maria,800 block of W Donovan Rd,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,-29.6860512,-53.8069214,Friday,December
2020-12-18,California,San Bernardino,600 block of N Crescent Ave,1.0,1.0,0.0,0.0,0.0,,2020,,,,2.0,34.8253019,-116.0833144,Friday,December
2020-12-18,Georgia,Lagrange,1708 Adamson St,1.0,1.0,0.0,0.0,1.0,,2020,,,,2.0,43.1268715,0.3513345,Friday,December
2020-12-18,Missouri,West Plains,1000 block of 7th St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,36.7281652,-91.8525756,Friday,December
2020-12-18,Colorado,Greeley,2100 block of 18th Ave Ct,0.0,1.0,0.0,0.0,2.0,,2020,,,,1.0,40.4233142,-104.7091322,Friday,December
2020-12-18,Florida,Pensacola,2300 block of Packwood Dr,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,30.421309,-87.2169149,Friday,December
2020-12-18,Michigan,Kalamazoo,6600 block of Morningstar Way,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,42.291707,-85.5872286,Friday,December
2020-12-18,Illinois,Augusta,609 Main St,0.0,1.0,0.0,0.0,2.0,,2020,,,,1.0,33.4709714,-81.9748429,Friday,December
2020-12-18,Indiana,Indianapolis,6430 Maidstone Rd,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,39.7683331,-86.1583502,Friday,December
2020-12-18,Mississippi,Canton,46555 Michigan Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,32.555664,-95.8640507,Friday,December
2020-12-18,Kentucky,Louisville,2200 block of Arthur Ford Ct,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,38.2542376,-85.759407,Friday,December
2020-12-18,Indiana,Elkhart,23663 Springriver Dr,0.0,2.0,0.0,1.0,0.0,,2020,,,,3.0,41.6012796,-85.8590603,Friday,December
2020-12-18,Tennessee,Nashville,2622 Jefferson St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,36.1622767,-86.7742984,Friday,December
2020-12-18,California,Bakersfield,McKee Rd and Maria Angelica St,2.0,0.0,0.0,1.0,0.0,,2020,,,,3.0,35.3738712,-119.0194639,Friday,December
2020-12-18,West Virginia,Charleston,200 block of Wertz Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,32.7884363,-79.9399309,Friday,December
2020-12-18,Texas,New Caney,23300 block of Forest Green Ln,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,30.155216,-95.2113221,Friday,December
2020-12-18,Alabama,Birmingham,200 4th Ct W,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,52.4796992,-1.9026911,Friday,December
2020-12-18,Texas,Carrollton,3420 Country Square Dr,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,32.9537349,-96.8902816,Friday,December
2020-12-18,California,Fresno,Anna Ave and Woodward Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,36.7295295,-119.70886126075588,Friday,December
2020-12-18,Nevada,North Las Vegas,W Brooks Ave and Revere St,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,36.2005843,-115.121584,Friday,December
2020-12-18,South Carolina,Florence,W Dixie St and Harrell St,0.0,1.0,0.0,0.0,2.0,,2020,,,,1.0,43.7698712,11.2555757,Friday,December
2020-12-18,California,Norwalk,10900 block of Rosecrans Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,41.1175966,-73.4078968,Friday,December
2020-12-18,Idaho,Nampa,204 11th Ave N,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,43.5737361,-116.559631,Friday,December
2020-12-18,Michigan,Highland Park,400 block of W Lantz St,0.0,2.0,0.0,0.0,1.0,,2020,,,,2.0,32.831563,-96.80077329849314,Friday,December
2020-12-18,New Mexico,Espanola,145 El Llano Rd,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,35.9910962,-106.0808358,Friday,December
2020-12-18,Texas,Midland,4400 block of Northcrest Dr,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,31.9973662,-102.077948,Friday,December
2020-12-18,Tennessee,Memphis,2810 Byrd Ave,1.0,1.0,0.0,0.0,0.0,,2020,,,,2.0,35.1460249,-90.0517638,Friday,December
2020-12-18,Louisiana,New Orleans,Read Blvd and Carter St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,29.9759983,-90.0782127,Friday,December
2020-12-18,Nevada,Las Vegas,2000 Las Vegas Blvd S,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,36.1672559,-115.148516,Friday,December
2020-12-18,Louisiana,Shreveport,2800 block of DeSoto St,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,32.4707862,-93.7559378,Friday,December
2020-12-18,Louisiana,New Orleans,General DeGaulle Dr and LB Landry Dr,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,29.9759983,-90.0782127,Friday,December
2020-12-18,Texas,Beaumont,3200 block of Cartwright St,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,30.0860459,-94.1018461,Friday,December
2020-12-18,Louisiana,Doyline,1100 block of LA-163,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,32.5357073,-93.4110049,Friday,December
2020-12-18,Virginia,Hampton,2200 W Mercury Blvd,1.0,1.0,0.0,0.0,1.0,,2020,,,,2.0,37.0300969,-76.3452057,Friday,December
2020-12-18,Ohio,Akron,1000 block of Brown St,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,41.083064,-81.518485,Friday,December
2020-12-18,Louisiana,New Orleans,2800 block of Almonaster Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,29.9759983,-90.0782127,Friday,December
2020-12-18,Alabama,Montgomery,3800 block of Liberty Square Dr,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,32.3669656,-86.3006485,Friday,December
2020-12-18,Missouri,Springfield,2300 block of N Pierce Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,39.7990175,-89.6439575,Friday,December
2020-12-18,Maine,Jefferson,Rockland Rd,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,29.834772,-94.1704496,Friday,December
2020-12-18,Illinois,Chicago,1500 block of N Laramie Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,41.8755616,-87.6244212,Friday,December
2020-12-18,Missouri,Kansas City,E 18th St and Kansas Ave,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,39.100105,-94.5781416,Friday,December
2020-12-18,Maryland,Hyattsville,500 block of Pacer Dr,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,38.9529442,-76.9408647,Friday,December
2020-12-18,Florida,Okeechobee,5800 block of NW 30th St,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,27.3923408,-80.8873655,Friday,December
2020-12-18,Indiana,Indianapolis,5273 E 38th St,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,39.7683331,-86.1583502,Friday,December
2020-12-18,Florida,Thonotosassa,9702 Harney Rd,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,28.0569975,-82.280569614401,Friday,December
2020-12-18,South Carolina,Greenwood,McQuay Ct,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,37.8709542,-96.2471338,Friday,December
2020-12-18,North Carolina,Raleigh,428 Lansing St,1.0,1.0,0.0,0.0,0.0,,2020,,,,2.0,35.7803977,-78.6390989,Friday,December
2020-12-18,Hawaii,Hilo,2100 Kanoeleha Ave,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,19.7073734,-155.08158,Friday,December
2020-12-18,Ohio,Columbus,1000 block of S 22nd St,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,39.9622601,-83.0007065,Friday,December
2020-12-19,Indiana,Indianapolis,8400 block of Spyglass Dr,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,39.7683331,-86.1583502,Saturday,December
2020-12-19,Indiana,Oakland City,430 S Walnut St,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,38.3386591,-87.3450132,Saturday,December
2020-12-19,California,Inglewood (Lennox),4400 block of 104th St,0.0,0.0,0.0,1.0,0.0,,2020,,,,1.0,33.9381923,-118.3482712,Saturday,December
2020-12-19,Texas,Dallas,3410 Fordham Rd,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,32.7762719,-96.7968559,Saturday,December
2020-12-19,South Carolina,Columbia,5601 Fairfield Rd,0.0,2.0,0.0,0.0,1.0,,2020,,,,2.0,4.099917,-72.9088133,Saturday,December
2020-12-19,New Jersey,Stanhope,Ross Rd,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,42.2888675,-93.7960553,Saturday,December
2020-12-19,Missouri,Columbia,1904 Juniper Cir,0.0,1.0,1.0,0.0,1.0,,2020,,,,2.0,4.099917,-72.9088133,Saturday,December
2020-12-19,California,Fresno,California Ave,0.0,1.0,0.0,0.0,0.0,,2020,,,,1.0,36.7295295,-119.70886126075588,Saturday,December
2020-12-19,Colorado,Montrose,16000 block of Shavano Valley Rd,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,38.4375391,-108.2403855,Saturday,December
2020-12-19,New Mexico,Las Cruces,4100 block of Broadview Rd,0.0,1.0,0.0,0.0,1.0,,2020,,,,1.0,32.3140354,-106.779807,Saturday,December
